Name,Rating,Neighborhood,City,Sortable_Review_Date,PCA_Component_1,PCA_Component_2,PCA_Component_3,PCA_Component_4,PCA_Component_5,neg,neu,pos,compound,Hotel_UUID,UUID
Hotel Grand Park Inn,10.0,Karol bagh, New Delhi,2023-06-01,6.73172364537717,2.1599077067955768,0.2669654139511354,3.343152174193321,-0.9406248206211489,0.02,0.576,0.404,0.9932,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,79b7d328-4556-44a3-8c98-0e45ea2d18d2
Hotel Grand Park Inn,8.0,Karol bagh, New Delhi,2023-08-01,5.084238129011544,-0.6176724569435769,3.37753637595318,-1.7206708419108347,-0.26643854733669403,0.0,0.513,0.487,0.886,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,df41e956-f1b8-4d45-860b-12d1eb8cbc39
Hotel Grand Park Inn,8.0,Karol bagh, New Delhi,2023-06-01,1.6934244558654372,-0.8874877558606349,-1.072376890656591,-0.6279573617337503,-0.4190545016286727,0.0,0.523,0.477,0.9382,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,27d3ce8a-2c5b-4258-a317-9dc0cc6648a2
Hotel Grand Park Inn,7.0,Karol bagh, New Delhi,2023-05-01,3.5177714727302276,-0.9939608423469479,-1.6531589699475875,-1.5401802048291617,-0.2630621496357358,0.0,0.328,0.672,0.802,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,b0e0458c-46e4-46c5-9a34-fa6732e379fd
Hotel Grand Park Inn,8.0,Karol bagh, New Delhi,2023-01-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.0,1.0,0.7351,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,906273ba-0d97-4c01-9bc9-4597e946803f
Hotel Grand Park Inn,6.0,Karol bagh, New Delhi,2022-12-01,2.0910812907383782,-1.0477107228192872,-1.0898061464631565,1.4948839551701187,-0.7507497214620875,0.0,0.244,0.756,0.7351,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,175c2839-d3e8-438f-937c-f99571172b52
Hotel Grand Park Inn,7.0,Karol bagh, New Delhi,2022-11-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.256,0.744,0.7003,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,7f638948-c20b-4361-9124-ca3a2e65e479
Hotel Grand Park Inn,8.0,Karol bagh, New Delhi,2022-11-01,-0.532523449343522,-0.3383386170422261,2.3792506799694517,-0.2366633980512603,-0.2949604090230329,0.0,0.256,0.744,0.4404,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,d705adb6-c539-493f-926a-e861692425d4
Hotel Grand Park Inn,8.0,Karol bagh, New Delhi,2022-10-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.256,0.744,0.7003,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,053b7d46-6c0e-4ad6-9909-a49bb38194bd
Hotel Grand Park Inn,8.0,Karol bagh, New Delhi,2022-10-01,1.6473016515029597,-0.8793109448986033,-1.1026830095449585,-0.5589098164554597,-0.3969593637182179,0.0,0.367,0.633,0.9153,8fed8ff7-3ecf-40ac-bc0e-6b61d1afb14d,e966e226-de28-4b82-8783-a3cc725f655b
FabHotel White Klove Paharganj,10.0,Paharganj, New Delhi,2022-05-01,-0.22792871461907158,-1.0594632655964547,-0.32692657129651714,2.6441860796695393,1.8250669594205429,0.0,0.699,0.301,0.6808,72b538f1-e36b-4016-95a8-3143fc95d5a4,78066442-72b7-4f7f-ab67-e4ea465f7b2e
FabHotel White Klove Paharganj,8.0,Paharganj, New Delhi,2023-07-01,-0.532523449343522,-0.3383386170422261,2.3792506799694517,-0.2366633980512603,-0.2949604090230329,0.0,0.603,0.397,0.3892,72b538f1-e36b-4016-95a8-3143fc95d5a4,976e6a32-af0d-46cc-85f1-c618f56f724f
FabHotel White Klove Paharganj,7.0,Paharganj, New Delhi,2023-07-01,1.8842406757636805,-0.5720776333437441,1.6207196914861244,-0.9335444607106288,-0.27985537875462396,0.0,0.392,0.608,0.7351,72b538f1-e36b-4016-95a8-3143fc95d5a4,d0c6feaf-144b-4269-868e-0577d0616ae5
FabHotel White Klove Paharganj,8.0,Paharganj, New Delhi,2023-06-01,-0.3256828343688245,-0.8139717065177686,-0.33127515797982915,2.1917650178294874,-0.7658547517304961,0.0,0.383,0.617,0.9382,72b538f1-e36b-4016-95a8-3143fc95d5a4,8a4ff3cf-3d4b-4146-9be7-3a1e7fac9912
FabHotel White Klove Paharganj,7.0,Paharganj, New Delhi,2023-06-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.331,0.669,0.7964,72b538f1-e36b-4016-95a8-3143fc95d5a4,f10fcfa3-bdbd-4685-8d19-7348bd2cb3b9
FabHotel White Klove Paharganj,9.0,Paharganj, New Delhi,2023-06-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.581,0.419,0.9484,72b538f1-e36b-4016-95a8-3143fc95d5a4,f3ca525f-13dd-4824-bc59-3a10ae54b41f
FabHotel White Klove Paharganj,8.0,Paharganj, New Delhi,2023-05-01,1.8842406757636805,-0.5720776333437441,1.6207196914861244,-0.9335444607106288,-0.27985537875462396,0.0,0.633,0.367,0.4404,72b538f1-e36b-4016-95a8-3143fc95d5a4,6ca242f7-fb20-4a35-84c8-ac9b509fc037
FabHotel White Klove Paharganj,8.0,Paharganj, New Delhi,2023-05-01,-0.3256828343688245,-0.8139717065177686,-0.33127515797982915,2.1917650178294874,-0.7658547517304961,0.0,0.189,0.811,0.8225,72b538f1-e36b-4016-95a8-3143fc95d5a4,e87df964-416e-43c7-b8cd-09eae1444533
FabHotel White Klove Paharganj,7.0,Paharganj, New Delhi,2023-05-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.557,0.443,0.6779,72b538f1-e36b-4016-95a8-3143fc95d5a4,35e504e4-4ad1-484a-854f-60046566beb0
FabHotel White Klove Paharganj,7.0,Paharganj, New Delhi,2023-04-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.0,0.0,0.0,72b538f1-e36b-4016-95a8-3143fc95d5a4,99054383-c219-48ab-8661-da838697c623
Hotel Mannat international by Mannat,10.0,Paharganj, New Delhi,2021-12-01,1.6473016515029597,-0.8793109448986033,-1.1026830095449585,-0.5589098164554597,-0.3969593637182179,0.0,0.767,0.233,0.6908,c679d96a-73c8-40c7-a718-741e44db3bab,aa7664d9-b12b-48cf-be4a-a1c7b6948d95
Hotel Mannat international by Mannat,9.0,Paharganj, New Delhi,2023-08-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.441,0.559,0.886,c679d96a-73c8-40c7-a718-741e44db3bab,b136b428-26a2-46d0-9c59-e40370d8fdfe
Hotel Mannat international by Mannat,7.0,Paharganj, New Delhi,2023-08-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.233,0.767,0.765,c679d96a-73c8-40c7-a718-741e44db3bab,2fed431c-4da2-4f10-aaaf-b3d51d574106
Hotel Mannat international by Mannat,8.0,Paharganj, New Delhi,2023-08-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.123,0.877,0.9217,c679d96a-73c8-40c7-a718-741e44db3bab,09a988bb-e345-40b3-9276-cc568cdd0450
Hotel Mannat international by Mannat,9.0,Paharganj, New Delhi,2023-08-01,2.0910812907383782,-1.0477107228192872,-1.0898061464631565,1.4948839551701187,-0.7507497214620875,0.161,0.556,0.283,0.6597,c679d96a-73c8-40c7-a718-741e44db3bab,3d08ed52-46f9-4f55-ac92-ad880d884c7c
Hotel Mannat international by Mannat,8.0,Paharganj, New Delhi,2023-06-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.256,0.744,0.4404,c679d96a-73c8-40c7-a718-741e44db3bab,baea9afa-9f53-43e2-bcaa-4e0b36b8db2b
Hotel Mannat international by Mannat,8.0,Paharganj, New Delhi,2023-07-01,-0.532523449343522,-0.3383386170422261,2.3792506799694517,-0.2366633980512603,-0.2949604090230329,0.0,0.412,0.588,0.886,c679d96a-73c8-40c7-a718-741e44db3bab,fde20f7e-77a4-46a6-b5a1-d33d65d6fdbe
Hotel Mannat international by Mannat,9.0,Paharganj, New Delhi,2023-07-01,-0.7233396692417661,-0.6537487395591169,-0.31384590217326264,0.06892370092561804,-0.43415953189708156,0.0,0.291,0.709,0.9042,c679d96a-73c8-40c7-a718-741e44db3bab,7aca6ebf-1ac9-497f-b331-6d5b857532b0
Hotel Mannat international by Mannat,8.0,Paharganj, New Delhi,2023-06-01,1.8201582795682283,7.04199301257242,-1.6885786242327134,-0.12051583686716967,0.302824729783641,0.067,0.667,0.267,0.6808,c679d96a-73c8-40c7-a718-741e44db3bab,ec1073a0-5ad3-493c-9f9e-efe37cf7fb3c
Hotel Mannat international by Mannat,9.0,Paharganj, New Delhi,2023-07-01,1.8842406757636805,-0.5720776333437441,1.6207196914861244,-0.9335444607106288,-0.27985537875462396,0.0,0.385,0.615,0.9153,c679d96a-73c8-40c7-a718-741e44db3bab,2c753ee9-f0dd-42f4-926e-2c5f1ca09091
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",10.0,Mayur Vihar Phase 1, New Delhi,2022-01-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.513,0.487,0.9349,f0c2be3f-2dd7-41fa-ac24-c0189f426242,ea54c4ce-0f09-4077-9f26-99dcf7828ad4
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",9.0,Mayur Vihar Phase 1, New Delhi,2023-07-01,-1.0760398001691118,2.0742554697953715,-0.4007472072370828,0.09450968892378289,-0.09960824027662485,0.0,0.233,0.767,0.872,f0c2be3f-2dd7-41fa-ac24-c0189f426242,56d87949-c699-427a-9273-00e321e71666
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",7.0,Mayur Vihar Phase 1, New Delhi,2023-06-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.256,0.744,0.7003,f0c2be3f-2dd7-41fa-ac24-c0189f426242,7934de14-bf3e-4050-985d-5ac23395a3db
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",8.0,Mayur Vihar Phase 1, New Delhi,2023-07-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.562,0.438,0.8542,f0c2be3f-2dd7-41fa-ac24-c0189f426242,b8acbb47-abd1-4731-b94a-847464b3221c
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",9.0,Mayur Vihar Phase 1, New Delhi,2023-06-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.0,1.0,0.765,f0c2be3f-2dd7-41fa-ac24-c0189f426242,a73b302e-2a87-437f-b041-f871cfe99051
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",9.0,Mayur Vihar Phase 1, New Delhi,2023-07-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.0,1.0,0.7906,f0c2be3f-2dd7-41fa-ac24-c0189f426242,07e5d366-589c-4fb8-adea-205c17786a11
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",9.0,Mayur Vihar Phase 1, New Delhi,2023-07-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.319,0.681,0.7506,f0c2be3f-2dd7-41fa-ac24-c0189f426242,2d921f1b-8d22-42c6-8ddc-f7abd1ed994f
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",8.0,Mayur Vihar Phase 1, New Delhi,2023-07-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.244,0.756,0.7351,f0c2be3f-2dd7-41fa-ac24-c0189f426242,7a8afa5c-2705-4390-b44a-aa1c0ad30422
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",7.0,Mayur Vihar Phase 1, New Delhi,2023-07-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.0,1.0,0.5267,f0c2be3f-2dd7-41fa-ac24-c0189f426242,e967037c-9e82-424b-8409-46d96a1ceb80
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",8.0,Mayur Vihar Phase 1, New Delhi,2023-07-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.149,0.851,0.6908,f0c2be3f-2dd7-41fa-ac24-c0189f426242,a2a9cd8e-6c3f-4ed0-84ff-718d4c53516c
"Airport Hotel Grand, New Delhi",10.0,Mahipalpur, New Delhi,2023-01-01,4.422436196856524,-0.7854971982124593,1.257191127508973,-1.6480707064612106,-0.24687457733252025,0.0,0.373,0.627,0.9413,784a8785-f585-469b-aeda-eed31be781e7,afd1be4e-7dc1-41ad-9e89-1f01d0800f80
"Airport Hotel Grand, New Delhi",9.0,Mahipalpur, New Delhi,2023-08-01,2.66747400390434,-0.38393344064205887,4.136067364436507,-1.0237897792514636,-0.2815435776051031,0.0,0.382,0.618,0.9349,784a8785-f585-469b-aeda-eed31be781e7,eddb721e-f583-4fa4-a042-a8a3b647ed78
"Airport Hotel Grand, New Delhi",9.0,Mahipalpur, New Delhi,2023-08-01,3.8671665150487384,1.1464495410929645,-1.7576895537989032,4.35838414665857,-1.148460476938175,0.0,0.383,0.617,0.9817,784a8785-f585-469b-aeda-eed31be781e7,b448a288-9700-4720-bedd-0e86451fee71
"Airport Hotel Grand, New Delhi",9.0,Mahipalpur, New Delhi,2023-08-01,2.66747400390434,-0.38393344064205887,4.136067364436507,-1.0237897792514636,-0.2815435776051031,0.0,0.203,0.797,0.9866,784a8785-f585-469b-aeda-eed31be781e7,71729547-ea03-4e72-863d-91cb7753117f
"Airport Hotel Grand, New Delhi",9.0,Mahipalpur, New Delhi,2023-08-01,3.7553020667694472,-0.916913896494602,3.94523778612092,1.7668143799284997,1.8367955919879932,0.0,0.377,0.623,0.9831,784a8785-f585-469b-aeda-eed31be781e7,e50f6a46-be68-43f7-a8c7-0748c018efb4
"Airport Hotel Grand, New Delhi",9.0,Mahipalpur, New Delhi,2023-08-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.196,0.804,0.6249,784a8785-f585-469b-aeda-eed31be781e7,1ded0d6c-99c4-4426-936b-bba0cab607d0
"Airport Hotel Grand, New Delhi",7.0,Mahipalpur, New Delhi,2023-08-01,-1.0760398001691118,2.0742554697953715,-0.4007472072370828,0.09450968892378289,-0.09960824027662485,0.0,0.756,0.244,0.4404,784a8785-f585-469b-aeda-eed31be781e7,2358a1c1-a0ec-4266-b6e4-fccbec49bf93
"Airport Hotel Grand, New Delhi",9.0,Mahipalpur, New Delhi,2023-08-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.345,0.655,0.9766,784a8785-f585-469b-aeda-eed31be781e7,976815c3-ece6-48c9-9c53-1441e26edb3d
"Airport Hotel Grand, New Delhi",9.0,Mahipalpur, New Delhi,2023-08-01,6.620606376006835,-1.0242504725706076,2.974303182873582,0.9019015811434109,-0.8578132727087102,0.0,0.428,0.572,0.9761,784a8785-f585-469b-aeda-eed31be781e7,20babbfd-c7ba-4da9-a7e3-5ffc0a2049e6
"Airport Hotel Grand, New Delhi",9.0,Mahipalpur, New Delhi,2023-08-01,3.114031596194105,1.7411717494216825,1.160891312231076,1.6455664050634904,-0.558773950416638,0.0,0.32,0.68,0.9732,784a8785-f585-469b-aeda-eed31be781e7,1be2b95f-4e20-4c61-a083-3e4e0fea653f
Novotel New Delhi Aerocity- International Airport,10.0,South West, New Delhi,2022-03-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.631,0.369,0.6249,824d1786-29d2-4715-a186-86cf88f087f5,11a88212-0490-4e35-ab70-77eb7c72d37a
Novotel New Delhi Aerocity- International Airport,7.0,South West, New Delhi,2023-07-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.372,0.463,0.165,-0.886,824d1786-29d2-4715-a186-86cf88f087f5,e01656c2-655d-4f88-904f-bf25d21cf8a1
Novotel New Delhi Aerocity- International Airport,9.0,South West, New Delhi,2023-08-01,1.8842406757636805,-0.5720776333437441,1.6207196914861244,-0.9335444607106288,-0.27985537875462396,0.0,0.37,0.63,0.7783,824d1786-29d2-4715-a186-86cf88f087f5,dbe9a284-4f1d-415d-a7b0-46d7203decca
Novotel New Delhi Aerocity- International Airport,9.0,South West, New Delhi,2023-07-01,1.6276328759030312,4.446372166316305,-1.410683474108379,-0.28076892140037774,0.1673298463780205,0.0,0.659,0.341,0.8519,824d1786-29d2-4715-a186-86cf88f087f5,40b36476-8dc7-40c1-9eaa-48190b48670c
Novotel New Delhi Aerocity- International Airport,9.0,South West, New Delhi,2023-08-01,-1.0760398001691118,2.0742554697953715,-0.4007472072370828,0.09450968892378289,-0.09960824027662485,0.0,0.235,0.765,0.7579,824d1786-29d2-4715-a186-86cf88f087f5,25947d32-7997-4eea-944f-6f8df2aba249
Novotel New Delhi Aerocity- International Airport,7.0,South West, New Delhi,2023-08-01,-1.0760398001691118,2.0742554697953715,-0.4007472072370828,0.09450968892378289,-0.09960824027662485,0.0,0.508,0.492,0.4404,824d1786-29d2-4715-a186-86cf88f087f5,b8716a0a-8e03-46f0-81b3-6c31021c2079
Novotel New Delhi Aerocity- International Airport,7.0,South West, New Delhi,2023-08-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.377,0.623,0.9382,824d1786-29d2-4715-a186-86cf88f087f5,c74280fa-c1a8-4261-8297-d27425b506d4
Novotel New Delhi Aerocity- International Airport,8.0,South West, New Delhi,2023-08-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.657,0.343,0.9877,824d1786-29d2-4715-a186-86cf88f087f5,b0ae25b7-4d7f-4c2a-bb72-246a7703868e
Novotel New Delhi Aerocity- International Airport,9.0,South West, New Delhi,2023-08-01,-0.3256828343688245,-0.8139717065177686,-0.33127515797982915,2.1917650178294874,-0.7658547517304961,0.0,0.436,0.564,0.9382,824d1786-29d2-4715-a186-86cf88f087f5,055428e7-d446-49ed-99d5-286f1a4a8158
Novotel New Delhi Aerocity- International Airport,7.0,South West, New Delhi,2023-08-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.536,0.464,0.6369,824d1786-29d2-4715-a186-86cf88f087f5,45d99b51-c9b3-49b9-865c-4d1133b1fd14
FabHotel Majestic JPM I,10.0,South Delhi, New Delhi,2023-06-01,1.9819947955134343,-0.8175691924224299,1.6250682781694357,-0.48112339887057776,2.311066332396415,0.0,0.349,0.651,0.6808,7c386408-908e-4afa-8fd5-174eecc11d52,1387745e-b50f-4636-b2e3-74a51264ee3a
FabHotel Majestic JPM I,9.0,South Delhi, New Delhi,2023-08-01,-0.2928064720284535,2.2623996624970575,2.1146004657133015,0.00426437038294729,-0.1012964391271041,0.0,0.3,0.7,0.7906,7c386408-908e-4afa-8fd5-174eecc11d52,e7803590-8eb3-43ed-b055-e9b0b8c113b7
FabHotel Majestic JPM I,9.0,South Delhi, New Delhi,2023-08-01,-0.2928064720284535,2.2623996624970575,2.1146004657133015,0.00426437038294729,-0.1012964391271041,0.0,0.133,0.867,0.9186,7c386408-908e-4afa-8fd5-174eecc11d52,242bd9a3-537e-4e71-a958-89005bbaa9d8
FabHotel Majestic JPM I,9.0,South Delhi, New Delhi,2023-08-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.12,0.88,0.8074,7c386408-908e-4afa-8fd5-174eecc11d52,df801a84-7914-45dc-8d9d-5ed38d0e9488
FabHotel Majestic JPM I,9.0,South Delhi, New Delhi,2023-07-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.325,0.675,0.8519,7c386408-908e-4afa-8fd5-174eecc11d52,f18ddd31-b8ad-43f7-8ddd-d8fb6b3eb865
FabHotel Majestic JPM I,9.0,South Delhi, New Delhi,2023-06-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.168,0.832,0.872,7c386408-908e-4afa-8fd5-174eecc11d52,380ca711-43f2-4527-816d-99019b6a8b54
FabHotel Majestic JPM I,9.0,South Delhi, New Delhi,2023-06-01,1.3407243249380913,1.840516453493853,-1.1592781957204115,-0.6023713737355851,-0.08450321000821605,0.0,0.234,0.766,0.8689,7c386408-908e-4afa-8fd5-174eecc11d52,7b3fccd4-c227-4f36-8508-2023468a01e8
FabHotel Majestic JPM I,7.0,South Delhi, New Delhi,2023-04-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.531,0.469,0.6486,7c386408-908e-4afa-8fd5-174eecc11d52,1c2755ba-33f6-4073-ae68-b976a8f79018
FabHotel Majestic JPM I,8.0,South Delhi, New Delhi,2023-04-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.256,0.744,0.4404,7c386408-908e-4afa-8fd5-174eecc11d52,93bf4e96-d66a-4a49-8701-a9eab2483e61
FabHotel Majestic JPM I,8.0,South Delhi, New Delhi,2023-04-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.256,0.744,0.7003,7c386408-908e-4afa-8fd5-174eecc11d52,892e0b74-5217-40da-80ea-7f55e1e95133
Airport Hotel Clayton,10.0,South West, New Delhi,2023-03-01,1.9819947955134343,-0.8175691924224299,1.6250682781694357,-0.48112339887057776,2.311066332396415,0.0,0.738,0.262,0.4939,d7b6677c-bd27-4787-ba62-541583f9c084,747cadc9-945e-4a2d-8bb3-0ed943c086e9
Airport Hotel Clayton,9.0,South West, New Delhi,2023-04-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.0,1.0,0.7845,d7b6677c-bd27-4787-ba62-541583f9c084,415fa54d-b08c-4079-8635-14bc44605c53
Airport Hotel Clayton,8.0,South West, New Delhi,2023-04-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.0,0.0,1.0,0.6908,d7b6677c-bd27-4787-ba62-541583f9c084,62015369-86ba-477f-b933-c536960f118d
Airport Hotel Clayton,8.0,South West, New Delhi,2023-05-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.167,0.833,0.6124,d7b6677c-bd27-4787-ba62-541583f9c084,66d34b64-8710-4c3b-b12f-17b36d7a4b24
Airport Hotel Clayton,7.0,South West, New Delhi,2023-04-01,-1.3157567774841805,-0.5264828097439117,-0.1360969929809316,-0.14641807951042463,-0.2932722101725535,0.169,0.531,0.3,0.4019,d7b6677c-bd27-4787-ba62-541583f9c084,8ef412ad-e8ab-4a68-8cb7-ab76d06a9d55
Airport Hotel Clayton,9.0,South West, New Delhi,2023-04-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.204,0.796,0.8316,d7b6677c-bd27-4787-ba62-541583f9c084,062f69e2-488b-43ce-a23d-574f867f66bc
Airport Hotel Clayton,9.0,South West, New Delhi,2023-04-01,1.101007347623023,-0.7602218260454298,-0.89462798146426,-0.8432991421697924,-0.27816717990414463,0.0,0.12,0.88,0.8074,d7b6677c-bd27-4787-ba62-541583f9c084,1c4b4e27-540f-4050-b477-acdae60d87fc
